Action,SKU,Title,Description,CategoryID,CategoryName,ConditionID,ConditionName,Price,Currency,Quantity,Brand,Size,Colour,MPN,UPC,ListingFormat,Duration,DispatchTimeMaxDays,ShippingService,ShippingCost,ReturnsAccepted,ReturnsWithin,RefundOption,ReturnShippingPaidBy,PictureURL1,PictureURL2,PictureURL3
Add,MOTOCROSS-8Y1O4IZA,Fox Racing Motocross Boots - UK 8 - Pink,Brand: Fox Racing | Category: Motocross Boots | Condition: Used | Size: 8 | Colour: Pink | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,3000,Used,305.87,GBP,1,Fox Racing,8,Pink,SNWYWRRATA,529086891011,FixedPrice,GTC,2,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,https://example.com/images/mx5.jpg,https://example.com/images/mx2.jpg
Add,MOTOCROSS-K3C9XBON,Gaerne Motocross Boots - UK 10 - Yellow,Brand: Gaerne | Category: Motocross Boots | Condition: New | Size: 10 | Colour: Yellow | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,516.29,GBP,4,Gaerne,10,Yellow,RWZC4XL996,929652962561,FixedPrice,GTC,3,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,https://example.com/images/mx2.jpg,
Add,MOTOCROSS-YTN02YC0,Forma Motocross Boots - UK 13 - Grey,Brand: Forma | Category: Motocross Boots | Condition: New other (see details) | Size: 13 | Colour: Grey | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1500,New other (see details),229.98,GBP,8,Forma,13,Grey,MDICVWV8LW,742531537220,FixedPrice,GTC,3,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,https://example.com/images/mx4.jpg,
Add,MOTOCROSS-Q1DDPUSD,Thor Motocross Boots - UK 10 - Orange,Brand: Thor | Category: Motocross Boots | Condition: New | Size: 10 | Colour: Orange | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,174.78,GBP,5,Thor,10,Orange,DTV25AO20U,925612211227,FixedPrice,GTC,3,UK_StandardDelivery,4.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,https://example.com/images/mx2.jpg,
Add,MOTOCROSS-8LW2LM34,Leatt Motocross Boots - UK 11 - Blue,Brand: Leatt | Category: Motocross Boots | Condition: New | Size: 11 | Colour: Blue | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,191.49,GBP,1,Leatt,11,Blue,9EL8HL88KZ,452383155565,FixedPrice,GTC,2,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,https://example.com/images/mx2.jpg,https://example.com/images/mx5.jpg
Add,MOTOCROSS-IXZ2C9RO,Forma Motocross Boots - UK 13 - Grey,Brand: Forma | Category: Motocross Boots | Condition: New | Size: 13 | Colour: Grey | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,192.89,GBP,5,Forma,13,Grey,S7YT2M6TWD,763609637940,FixedPrice,GTC,2,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,https://example.com/images/mx5.jpg,
Add,MOTOCROSS-RK7D30MM,Fox Racing Motocross Boots - UK 10 - Camo,Brand: Fox Racing | Category: Motocross Boots | Condition: New | Size: 10 | Colour: Camo | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,197.28,GBP,1,Fox Racing,10,Camo,2SMDZQCBZA,318975534476,FixedPrice,GTC,2,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,,
Add,MOTOCROSS-ZH13CD5G,Thor Motocross Boots - UK 11 - Blue,Brand: Thor | Category: Motocross Boots | Condition: New | Size: 11 | Colour: Blue | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,303.23,GBP,1,Thor,11,Blue,LQJ5SXVWVM,868726011316,FixedPrice,GTC,1,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,https://example.com/images/mx5.jpg,https://example.com/images/mx3.jpg
Add,MOTOCROSS-TRFLQBMA,Fox Racing Motocross Boots - UK 10 - Red,Brand: Fox Racing | Category: Motocross Boots | Condition: New | Size: 10 | Colour: Red | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,344.2,GBP,3,Fox Racing,10,Red,E38SRYO4RC,072251477511,FixedPrice,GTC,2,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,https://example.com/images/mx1.jpg,https://example.com/images/mx5.jpg
Add,MOTOCROSS-K9QM3P91,Sidi Motocross Boots - UK 10 - White,Brand: Sidi | Category: Motocross Boots | Condition: New | Size: 10 | Colour: White | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,388.4,GBP,4,Sidi,10,White,I3VMZWFFHH,032537228960,FixedPrice,GTC,3,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,https://example.com/images/mx3.jpg,
Add,MOTOCROSS-1YRUJOQW,Thor Motocross Boots - UK 13 - Red,Brand: Thor | Category: Motocross Boots | Condition: New | Size: 13 | Colour: Red | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,410.33,GBP,4,Thor,13,Red,5DSK7N8LA1,774630524228,FixedPrice,GTC,3,UK_StandardDelivery,4.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx5.jpg,https://example.com/images/mx2.jpg,
Add,MOTOCROSS-A7FQ9P96,Forma Motocross Boots - UK 9 - Black,Brand: Forma | Category: Motocross Boots | Condition: New | Size: 9 | Colour: Black | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,377.95,GBP,10,Forma,9,Black,5K55DMCXXB,677400205540,FixedPrice,GTC,3,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,https://example.com/images/mx4.jpg,
Add,MOTOCROSS-DNKN35XY,Fox Racing Motocross Boots - UK 7 - Blue,Brand: Fox Racing | Category: Motocross Boots | Condition: New | Size: 7 | Colour: Blue | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,417.69,GBP,2,Fox Racing,7,Blue,CUVFMH07WP,281173472626,FixedPrice,GTC,1,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx5.jpg,https://example.com/images/mx3.jpg,https://example.com/images/mx4.jpg
Add,MOTOCROSS-X22INIWC,Sidi Motocross Boots - UK 11 - Camo,Brand: Sidi | Category: Motocross Boots | Condition: New | Size: 11 | Colour: Camo | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,424.18,GBP,5,Sidi,11,Camo,5AMLN4PTGQ,905029932774,FixedPrice,GTC,2,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,https://example.com/images/mx2.jpg,
Add,MOTOCROSS-OW4YCZ04,Gaerne Motocross Boots - UK 7 - Pink,Brand: Gaerne | Category: Motocross Boots | Condition: New other (see details) | Size: 7 | Colour: Pink | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1500,New other (see details),441.63,GBP,6,Gaerne,7,Pink,CDPQVL00EZ,719577117287,FixedPrice,GTC,2,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,,
Add,MOTOCROSS-RSB4GF16,Leatt Motocross Boots - UK 7 - Green,Brand: Leatt | Category: Motocross Boots | Condition: New | Size: 7 | Colour: Green | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,359.13,GBP,2,Leatt,7,Green,YE0A4ABN7G,908762293851,FixedPrice,GTC,3,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,https://example.com/images/mx2.jpg,https://example.com/images/mx5.jpg
Add,MOTOCROSS-TAHUKWQV,Fox Racing Motocross Boots - UK 7 - Yellow,Brand: Fox Racing | Category: Motocross Boots | Condition: New other (see details) | Size: 7 | Colour: Yellow | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1500,New other (see details),382.33,GBP,2,Fox Racing,7,Yellow,R1H61IAOIM,889068715240,FixedPrice,GTC,1,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,,
Add,MOTOCROSS-9DDE3CUP,Sidi Motocross Boots - UK 13 - Pink,Brand: Sidi | Category: Motocross Boots | Condition: New | Size: 13 | Colour: Pink | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,480.32,GBP,10,Sidi,13,Pink,8IJL2Z0LJC,275114459232,FixedPrice,GTC,1,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,,
Add,MOTOCROSS-FZ8OBK3G,Forma Motocross Boots - UK 12 - Camo,Brand: Forma | Category: Motocross Boots | Condition: New | Size: 12 | Colour: Camo | Fast dispatch from the UK. See photos for exact item shown.,177836,Motocross Boots,1000,New,457.65,GBP,6,Forma,12,Camo,84UTDD2EC2,214690590916,FixedPrice,GTC,2,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,,
Add,MOTOCROSS-RNPM6JQF,Fox Racing MX Jersey - L - Black,Brand: Fox Racing | Category: Motocross Jerseys | Condition: New | Size: L | Colour: Black | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,59.43,GBP,8,Fox Racing,L,Black,WWXR5RDNPX,729503747353,FixedPrice,GTC,2,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,https://example.com/images/mx1.jpg,
Add,MOTOCROSS-199DXJ37,Thor MX Jersey - XS - Green,Brand: Thor | Category: Motocross Jerseys | Condition: New | Size: XS | Colour: Green | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,84.49,GBP,6,Thor,XS,Green,C9H42M44GV,869079551984,FixedPrice,GTC,1,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,https://example.com/images/mx4.jpg,
Add,MOTOCROSS-LW3MG25C,Fox Racing MX Jersey - S - Camo,Brand: Fox Racing | Category: Motocross Jerseys | Condition: New | Size: S | Colour: Camo | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,56.59,GBP,1,Fox Racing,S,Camo,FZFDSNCZXV,339746437586,FixedPrice,GTC,2,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,https://example.com/images/mx5.jpg,
Add,MOTOCROSS-41UGL3WX,O'Neal MX Jersey - XXL - Green,Brand: O'Neal | Category: Motocross Jerseys | Condition: New | Size: XXL | Colour: Green | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,68.73,GBP,8,O'Neal,XXL,Green,DRLCMLW83Y,730263770441,FixedPrice,GTC,2,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,https://example.com/images/mx5.jpg,
Add,MOTOCROSS-FC4KL8CG,Fly Racing MX Jersey - XS - Yellow,Brand: Fly Racing | Category: Motocross Jerseys | Condition: New | Size: XS | Colour: Yellow | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,59.68,GBP,4,Fly Racing,XS,Yellow,N0T6DVWRB7,181121677222,FixedPrice,GTC,3,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,,
Add,MOTOCROSS-KXVHAGKC,Answer MX Jersey - L - Red,Brand: Answer | Category: Motocross Jerseys | Condition: New | Size: L | Colour: Red | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,25.23,GBP,2,Answer,L,Red,4LORXDTG5N,424220760359,FixedPrice,GTC,3,UK_StandardDelivery,4.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,https://example.com/images/mx1.jpg,https://example.com/images/mx5.jpg
Add,MOTOCROSS-C6ZS62YW,Alpinestars MX Jersey - XXL - Yellow,Brand: Alpinestars | Category: Motocross Jerseys | Condition: New | Size: XXL | Colour: Yellow | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,39.14,GBP,5,Alpinestars,XXL,Yellow,E1G983EP9P,968299033324,FixedPrice,GTC,3,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx5.jpg,,
Add,MOTOCROSS-7UDKTMON,Answer MX Jersey - L - White,Brand: Answer | Category: Motocross Jerseys | Condition: New | Size: L | Colour: White | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,33.89,GBP,2,Answer,L,White,RVBJFVYB6L,279808324608,FixedPrice,GTC,3,UK_StandardDelivery,4.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,,
Add,MOTOCROSS-GH30153S,Answer MX Jersey - M - Green,Brand: Answer | Category: Motocross Jerseys | Condition: New | Size: M | Colour: Green | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,61.3,GBP,2,Answer,M,Green,FLSE45BG34,249728561035,FixedPrice,GTC,3,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,,
Add,MOTOCROSS-KNFU84XY,Troy Lee Designs MX Jersey - M - Red,Brand: Troy Lee Designs | Category: Motocross Jerseys | Condition: New | Size: M | Colour: Red | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,40.52,GBP,2,Troy Lee Designs,M,Red,JOA21A6XVA,283964332468,FixedPrice,GTC,1,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx5.jpg,https://example.com/images/mx1.jpg,
Add,MOTOCROSS-YRMJLJX8,O'Neal MX Jersey - M - Pink,Brand: O'Neal | Category: Motocross Jerseys | Condition: New | Size: M | Colour: Pink | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,61.54,GBP,5,O'Neal,M,Pink,XGSIC43OLF,042947598376,FixedPrice,GTC,2,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,https://example.com/images/mx3.jpg,https://example.com/images/mx5.jpg
Add,MOTOCROSS-00U686XI,Answer MX Jersey - XXL - Pink,Brand: Answer | Category: Motocross Jerseys | Condition: New | Size: XXL | Colour: Pink | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,30.86,GBP,3,Answer,XXL,Pink,I5P5NVQEBW,564116548193,FixedPrice,GTC,3,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,https://example.com/images/mx2.jpg,https://example.com/images/mx5.jpg
Add,MOTOCROSS-WAJ1G1R1,Answer MX Jersey - XS - Yellow,Brand: Answer | Category: Motocross Jerseys | Condition: New | Size: XS | Colour: Yellow | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,84.2,GBP,6,Answer,XS,Yellow,DWWO8NBHNA,381662631351,FixedPrice,GTC,2,UK_StandardDelivery,4.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,,
Add,MOTOCROSS-M6MG87OI,O'Neal MX Jersey - XL - Camo,Brand: O'Neal | Category: Motocross Jerseys | Condition: New | Size: XL | Colour: Camo | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,51.02,GBP,3,O'Neal,XL,Camo,0E0VGNXB5J,509660643541,FixedPrice,GTC,3,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,https://example.com/images/mx3.jpg,https://example.com/images/mx2.jpg
Add,MOTOCROSS-3DZEEDHH,O'Neal MX Jersey - XL - Green,Brand: O'Neal | Category: Motocross Jerseys | Condition: New | Size: XL | Colour: Green | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,67.04,GBP,8,O'Neal,XL,Green,JSHZKBRH7L,069861057122,FixedPrice,GTC,1,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,https://example.com/images/mx4.jpg,
Add,MOTOCROSS-0D1B4XGM,Answer MX Jersey - S - Black,Brand: Answer | Category: Motocross Jerseys | Condition: New other (see details) | Size: S | Colour: Black | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1500,New other (see details),42.78,GBP,8,Answer,S,Black,PW5D3GO8JN,876716091458,FixedPrice,GTC,2,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,https://example.com/images/mx2.jpg,https://example.com/images/mx3.jpg
Add,MOTOCROSS-PCXA5S00,Alpinestars MX Jersey - XS - Red,Brand: Alpinestars | Category: Motocross Jerseys | Condition: New | Size: XS | Colour: Red | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,54.29,GBP,8,Alpinestars,XS,Red,I85SYWP0RX,618860954417,FixedPrice,GTC,2,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,https://example.com/images/mx3.jpg,
Add,MOTOCROSS-CPUDRL90,Alpinestars MX Jersey - S - Pink,Brand: Alpinestars | Category: Motocross Jerseys | Condition: New | Size: S | Colour: Pink | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,49.2,GBP,4,Alpinestars,S,Pink,AOBT328W6U,643888375734,FixedPrice,GTC,1,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,,
Add,MOTOCROSS-BFFZZDVG,Troy Lee Designs MX Jersey - XXL - Green,Brand: Troy Lee Designs | Category: Motocross Jerseys | Condition: New | Size: XXL | Colour: Green | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,47.43,GBP,2,Troy Lee Designs,XXL,Green,7OQ2ZDO74V,746914509845,FixedPrice,GTC,1,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx5.jpg,,
Add,MOTOCROSS-PVYIOMK2,Fox Racing MX Jersey - L - Camo,Brand: Fox Racing | Category: Motocross Jerseys | Condition: New | Size: L | Colour: Camo | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,44.31,GBP,8,Fox Racing,L,Camo,EV5S4TL0TH,276917915677,FixedPrice,GTC,3,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,https://example.com/images/mx5.jpg,https://example.com/images/mx3.jpg
Add,MOTOCROSS-BCJ29YFC,Troy Lee Designs MX Jersey - L - Black,Brand: Troy Lee Designs | Category: Motocross Jerseys | Condition: New | Size: L | Colour: Black | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,26.52,GBP,3,Troy Lee Designs,L,Black,2HTMQWYUIX,357660347690,FixedPrice,GTC,2,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx3.jpg,https://example.com/images/mx2.jpg,https://example.com/images/mx5.jpg
Add,MOTOCROSS-18KGYGGS,O'Neal MX Jersey - XXL - Orange,Brand: O'Neal | Category: Motocross Jerseys | Condition: New | Size: XXL | Colour: Orange | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,57.8,GBP,4,O'Neal,XXL,Orange,NPUEVJLZFF,309664537321,FixedPrice,GTC,1,UK_StandardDelivery,4.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx5.jpg,,
Add,MOTOCROSS-XLK8WRU1,Alpinestars MX Jersey - XL - Grey,Brand: Alpinestars | Category: Motocross Jerseys | Condition: New | Size: XL | Colour: Grey | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,38.27,GBP,4,Alpinestars,XL,Grey,XEMIX7IB5N,712705755426,FixedPrice,GTC,1,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx5.jpg,https://example.com/images/mx1.jpg,
Add,MOTOCROSS-5PDTZ91X,Answer MX Jersey - XL - Pink,Brand: Answer | Category: Motocross Jerseys | Condition: New | Size: XL | Colour: Pink | Fast dispatch from the UK. See photos for exact item shown.,177834,Motocross Jerseys,1000,New,28.93,GBP,4,Answer,XL,Pink,70FQLDB2UU,223640656675,FixedPrice,GTC,1,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,https://example.com/images/mx3.jpg,https://example.com/images/mx4.jpg
Add,MOTOCROSS-N3BFH024,Shift MX Pants - XXL - Green,Brand: Shift | Category: Motocross Pants | Condition: New | Size: XXL | Colour: Green | Fast dispatch from the UK. See photos for exact item shown.,177835,Motocross Pants,1000,New,96.6,GBP,10,Shift,XXL,Green,KWK585X8A5,105350277298,FixedPrice,GTC,1,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,,
Add,MOTOCROSS-479QTKCD,Alpinestars MX Pants - M - Blue,Brand: Alpinestars | Category: Motocross Pants | Condition: New | Size: M | Colour: Blue | Fast dispatch from the UK. See photos for exact item shown.,177835,Motocross Pants,1000,New,147.23,GBP,1,Alpinestars,M,Blue,0RLEXDW6LQ,635533402274,FixedPrice,GTC,2,UK_StandardDelivery,4.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,https://example.com/images/mx3.jpg,
Add,MOTOCROSS-44FTJ5CC,Fly Racing MX Pants - M - Green,Brand: Fly Racing | Category: Motocross Pants | Condition: New | Size: M | Colour: Green | Fast dispatch from the UK. See photos for exact item shown.,177835,Motocross Pants,1000,New,74.15,GBP,2,Fly Racing,M,Green,ASBUOV6TT9,473277245356,FixedPrice,GTC,1,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,https://example.com/images/mx5.jpg,https://example.com/images/mx4.jpg
Add,MOTOCROSS-B1IJIYS2,Alpinestars MX Pants - XL - Red,Brand: Alpinestars | Category: Motocross Pants | Condition: New | Size: XL | Colour: Red | Fast dispatch from the UK. See photos for exact item shown.,177835,Motocross Pants,1000,New,122.86,GBP,6,Alpinestars,XL,Red,N75BXD8WJ0,553358029248,FixedPrice,GTC,3,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,https://example.com/images/mx5.jpg,
Add,MOTOCROSS-HGNZEI3Z,Alpinestars MX Pants - S - Yellow,Brand: Alpinestars | Category: Motocross Pants | Condition: New | Size: S | Colour: Yellow | Fast dispatch from the UK. See photos for exact item shown.,177835,Motocross Pants,1000,New,70.02,GBP,5,Alpinestars,S,Yellow,RRHF4ABUFW,050219550762,FixedPrice,GTC,2,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx2.jpg,,
Add,MOTOCROSS-23GXJ0MQ,Fly Racing MX Pants - L - Red,Brand: Fly Racing | Category: Motocross Pants | Condition: New | Size: L | Colour: Red | Fast dispatch from the UK. See photos for exact item shown.,177835,Motocross Pants,1000,New,113.4,GBP,3,Fly Racing,L,Red,VINDH4SPFD,460751416887,FixedPrice,GTC,1,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,https://example.com/images/mx5.jpg,https://example.com/images/mx2.jpg
Add,MOTOCROSS-PJ16DVTJ,Fly Racing MX Pants - S - Yellow,Brand: Fly Racing | Category: Motocross Pants | Condition: New | Size: S | Colour: Yellow | Fast dispatch from the UK. See photos for exact item shown.,177835,Motocross Pants,1000,New,109.56,GBP,2,Fly Racing,S,Yellow,A0ASSNH2OD,452556932551,FixedPrice,GTC,2,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx5.jpg,https://example.com/images/mx4.jpg,https://example.com/images/mx2.jpg
Add,MOTOCROSS-0QZFHOMT,Troy Lee Designs MX Pants - XXL - Grey,Brand: Troy Lee Designs | Category: Motocross Pants | Condition: New | Size: XXL | Colour: Grey | Fast dispatch from the UK. See photos for exact item shown.,177835,Motocross Pants,1000,New,171.15,GBP,2,Troy Lee Designs,XXL,Grey,ZZF8ADF7PC,200396575986,FixedPrice,GTC,3,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,https://example.com/images/mx2.jpg,
Add,MOTOCROSS-WYMX9DJO,Troy Lee Designs MX Pants - S - Black,Brand: Troy Lee Designs | Category: Motocross Pants | Condition: New | Size: S | Colour: Black | Fast dispatch from the UK. See photos for exact item shown.,177835,Motocross Pants,1000,New,126.37,GBP,4,Troy Lee Designs,S,Black,YOHAZ7T0UU,382944015553,FixedPrice,GTC,2,UK_StandardDelivery,6.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx5.jpg,,
Add,MOTOCROSS-118QQVAE,Shift MX Pants - XL - Green,Brand: Shift | Category: Motocross Pants | Condition: New | Size: XL | Colour: Green | Fast dispatch from the UK. See photos for exact item shown.,177835,Motocross Pants,1000,New,185.59,GBP,10,Shift,XL,Green,CW9YIL8SA3,206809438296,FixedPrice,GTC,3,UK_StandardDelivery,2.99,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx4.jpg,,
Add,MOTOCROSS-4M2EC8RA,Thor MX Pants - XXL - Blue,Brand: Thor | Category: Motocross Pants | Condition: New other (see details) | Size: XXL | Colour: Blue | Fast dispatch from the UK. See photos for exact item shown.,177835,Motocross Pants,1500,New other (see details),75.61,GBP,4,Thor,XXL,Blue,484NL65UJG,753715490387,FixedPrice,GTC,2,UK_StandardDelivery,0.0,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx1.jpg,https://example.com/images/mx4.jpg,
Add,MOTOCROSS-WJTIQWNR,Fox Racing MX Pants - XXL - Blue,Brand: Fox Racing | Category: Motocross Pants | Condition: New | Size: XXL | Colour: Blue | Fast dispatch from the UK. See photos for exact item shown.,177835,Motocross Pants,1000,New,73.1,GBP,6,Fox Racing,XXL,Blue,HZN4KGEUID,224319181498,FixedPrice,GTC,2,UK_StandardDelivery,3.49,ReturnsAccepted,Days_30,MoneyBack,Buyer,https://example.com/images/mx5.jpg,https://example.com/images/mx3.jpg,https://example.com/images/mx2.jpg
